courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f
498,Introduction to Deep Learning,2018,Fall,"Lazebnik, Svetlana",49,10,2.0,1.0,12,0.0,0.0,10,2.0,0.0,3,1.0,0
498,Learning and Computer Science,2018,Spring,"Herman, Geoffrey L",2,7,1.0,1.0,6,0.0,0.0,2,0.0,0.0,1,0.0,1
498,Mobile Interaction Design,2016,Spring,"Bailey, Brian P",3,17,11.0,5.0,6,1.0,0.0,0,1.0,0.0,0,0.0,0
498,Probability in CS,2015,Fall,"Forsyth, David A",1,26,7.0,17.0,17,7.0,1.0,1,2.0,0.0,1,0.0,3
498,Probability in CS,2015,Spring,"Forsyth, David A",2,16,8.0,8.0,10,10.0,1.0,2,0.0,0.0,1,0.0,6
498,Probability in CS,2016,Spring,"Smaragdis, Paris",14,15,13.0,7.0,1,1.0,2.0,2,2.0,2.0,0,0.0,0
498,Probability in Computer Sci,2012,Fall,"Forsyth, David A",0,4,7.0,6.0,2,2.0,2.0,1,0.0,0.0,0,0.0,1
498,Probability in Computer Sci,2013,Fall,"Forsyth, David A",3,9,4.0,6.0,6,8.0,4.0,1,2.0,0.0,2,0.0,4
498,Probability in Computer Sci,2014,Fall,"Forsyth, David A",10,11,11.0,13.0,11,8.0,8.0,0,1.0,0.0,0,0.0,3
498,Social & Information Networks,2016,Fall,"Sundaram, Hari",5,26,9.0,3.0,3,6.0,3.0,3,2.0,0.0,0,0.0,0
498,Socio-Computer Interaction,2013,Fall,"Fu, Wai-Tat",0,8,6.0,5.0,7,9.0,1.0,0,0.0,0.0,1,0.0,0
498,Software Testing,2015,Spring,"Marinov, Darko",6,4,3.0,3.0,4,5.0,1.0,0,0.0,0.0,0,0.0,0
498,Software Testing,2016,Spring,"Marinov, Darko",9,3,3.0,4.0,5,3.0,0.0,0,0.0,0.0,0,0.0,0
498,Special Topics,2011,Fall,"Fu, Wai-Tat",2,10,1.0,3.0,8,1.0,0.0,1,0.0,0.0,1,0.0,0
498,Special Topics,2011,Fall,"Hoiem, Derek W",6,8,4.0,1.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0
498,Special Topics,2011,Spring,"Garnett, Guy E",2,11,13.0,5.0,3,1.0,0.0,0,0.0,0.0,0,0.0,0
498,The Art of Web Programming,2016,Fall,"Kumar, Ranjitha",4,22,11.0,19.0,13,9.0,8.0,1,6.0,1.0,1,0.0,0
498,The Art of Web Programming,2017,Fall,"Kumar, Ranjitha",5,37,29.0,27.0,28,19.0,5.0,7,7.0,0.0,1,0.0,0
498,Theory II,2015,Fall,"Har-Peled, Sariel",0,5,5.0,4.0,4,2.0,2.0,3,0.0,0.0,0,0.0,0
498,Theory II,2015,Spring,"Erickson, Jeff G",4,11,5.0,8.0,7,3.0,3.0,0,2.0,0.0,0,0.0,0
498,Theory II,2016,Fall,"Chekuri, Chandra S",2,7,8.0,7.0,11,10.0,2.0,1,0.0,1.0,1,0.0,1
498,Theory II,2016,Spring,"Erickson, Jeff G",5,18,15.0,14.0,15,11.0,12.0,5,3.0,2.0,0,1.0,1
498,Theory II,2017,Fall,"Chan, Timothy M",5,5,7.0,6.0,7,6.0,4.0,3,4.0,0.0,0,0.0,0
498,Theory II,2017,Spring,"Erickson, Jeff G",3,13,18.0,14.0,13,10.0,11.0,10,4.0,2.0,1,0.0,5
498,Using Tech to Solve Adv Probs,2014,Spring,"Clifton, Rhiannon L",0,11,5.0,2.0,3,0.0,1.0,0,0.0,0.0,0,0.0,0
498,Virtual Reality,2015,Fall,"Yershova, Ganna",5,46,19.0,16.0,7,3.0,0.0,0,0.0,0.0,0,0.0,0
498,Virtual Reality,2015,Spring,"Lavalle, Steven M",11,41,28.0,7.0,5,1.0,0.0,0,1.0,0.0,0,0.0,0
498,Virtual Reality,2016,Fall,"Yershova, Ganna",0,81,49.0,31.0,12,1.0,1.0,0,0.0,0.0,0,0.0,0
498,Virtual Reality,2016,Spring,"Lavalle, Steven M",10,26,22.0,9.0,19,6.0,0.0,4,0.0,0.0,0,0.0,0
498,Virtual Reality,2017,Fall,"Yershova, Ganna",28,114,12.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
498,Virtual Reality,2017,Spring,"Lavalle, Steven M",17,53,30.0,17.0,53,8.0,0.0,5,0.0,0.0,0,0.0,1
498,Virtual Reality,2018,Fall,"Shaffer, Eric G",0,49,36.0,21.0,38,11.0,2.0,8,0.0,0.0,2,0.0,1
498,Virtual Reality,2018,Spring,"Angrave, Lawrence C",49,31,17.0,27.0,18,7.0,6.0,1,1.0,0.0,0,0.0,0
498,Virtual Reality,2019,Spring,"Shaffer, Eric G",1,30,41.0,27.0,20,10.0,6.0,1,1.0,0.0,1,0.0,0
510,Advanced Information Retrieval,2017,Fall,"Zhai, Chengxiang",16,40,15.0,8.0,8,0.0,0.0,0,0.0,0.0,0,0.0,0
510,Advanced Information Retrieval,2018,Fall,"Zhai, Chengxiang",17,44,11.0,5.0,2,3.0,0.0,0,0.0,0.0,0,0.0,0
511,Advanced Data Management,2014,Spring,"Chang, Kevin C",7,13,18.0,2.0,3,2.0,1.0,0,1.0,0.0,0,0.0,0
511,Advanced Data Management,2016,Spring,"Chang, Kevin C",4,15,10.0,3.0,5,2.0,1.0,0,0.0,0.0,0,0.0,0
511,Advanced Data Management,2017,Spring,"Chang, Kevin C",1,8,17.0,4.0,1,2.0,0.0,0,0.0,0.0,0,0.0,1
512,Data Mining Principles,2013,Spring,"Han, Jiawei",10,34,20.0,6.0,2,1.0,3.0,0,0.0,0.0,0,0.0,1
512,Data Mining Principles,2014,Spring,"Han, Jiawei",10,34,11.0,5.0,5,1.0,1.0,3,1.0,0.0,0,0.0,0
512,Data Mining Principles,2015,Spring,"Han, Jiawei",10,31,19.0,0.0,3,1.0,0.0,1,0.0,0.0,0,0.0,0
512,Data Mining Principles,2016,Spring,"Han, Jiawei",10,39,6.0,5.0,2,0.0,0.0,0,0.0,0.0,1,0.0,0
512,Data Mining Principles,2017,Spring,"Han, Jiawei",9,32,17.0,3.0,1,1.0,1.0,0,1.0,0.0,0,0.0,0
512,Data Mining Principles,2018,Spring,"Han, Jiawei",9,24,16.0,8.0,8,5.0,3.0,1,1.0,0.0,0,0.0,1
512,Data Mining Principles,2019,Spring,"Han, Jiawei",12,22,22.0,4.0,6,0.0,0.0,1,0.0,0.0,1,0.0,0
519,Scientific Visualization,2015,Fall,"Shaffer, Eric G",2,21,4.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
519,Scientific Visualization,2015,Spring,"Shaffer, Eric G",0,15,5.0,3.0,1,0.0,0.0,0,0.0,0.0,0,0.0,1
519,Scientific Visualization,2016,Fall,"Shaffer, Eric G",0,13,9.0,7.0,1,0.0,0.0,1,0.0,0.0,0,0.0,1
519,Scientific Visualization,2017,Fall,"Shaffer, Eric G",7,17,6.0,4.0,6,0.0,0.0,0,0.0,0.0,0,0.0,0
523,Advanced Operating Systems,2013,Fall,"Campbell, R H",0,8,17.0,6.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1
523,Advanced Operating Systems,2017,Fall,"Campbell, R H",11,10,5.0,5.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2011,Spring,"Gupta, Indranil",3,8,11.0,5.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2013,Spring,"Gupta, Indranil",5,7,12.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2014,Spring,"Gupta, Indranil",11,18,16.0,6.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2015,Spring,"Gupta, Indranil",3,17,40.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2016,Spring,"Gupta, Indranil",8,13,24.0,26.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2017,Spring,"Gupta, Indranil",7,13,13.0,14.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0
525,Advanced Distributed Systems,2018,Spring,"Gupta, Indranil",8,9,33.0,5.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
527,Adv Topics in Software Eng,2010,Fall,"Marinov, Darko",6,9,8.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
527,Topics in Software Engineering,2013,Fall,"Xie, Tao",15,17,3.0,2.0,2,2.0,0.0,0,0.0,0.0,0,0.0,0
527,Topics in Software Engineering,2014,Fall,"Marinov, Darko",6,5,6.0,11.0,4,2.0,0.0,0,0.0,0.0,0,0.0,0
527,Topics in Software Engineering,2015,Fall,"Xie, Tao",6,11,8.0,1.0,3,1.0,0.0,0,0.0,0.0,0,0.0,0
527,Topics in Software Engineering,2016,Fall,"Marinov, Darko",4,8,3.0,2.0,2,1.0,0.0,0,0.0,0.0,0,0.0,1
527,Topics in Software Engineering,2017,Fall,"Marinov, Darko",4,11,5.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
527,Topics in Software Engineering,2019,Spring,"Xie, Tao",12,5,2.0,3.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0
528,Obj-Oriented Progrmg & Design,2013,Spring,"Johnson, Ralph E",0,29,0.0,0.0,12,0.0,0.0,0,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2010,Spring,"Torrellas, Josep",3,19,0.0,3.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2011,Spring,"Torrellas, Josep",6,12,6.0,4.0,5,0.0,0.0,2,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2013,Spring,"Torrellas, Josep",6,9,3.0,0.0,8,0.0,0.0,0,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2014,Spring,"Torrellas, Josep",6,10,0.0,3.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2015,Spring,"Torrellas, Josep",4,6,1.0,2.0,6,1.0,0.0,1,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2016,Spring,"Torrellas, Josep",3,11,3.0,4.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0
533,Parallel Computer Architecture,2019,Spring,"Torrellas, Josep",2,14,0.0,2.0,4,0.0,0.0,0,0.0,0.0,0,0.0,1
538,Advanced Computer Networks,2013,Fall,"Godfrey, Philip B",3,36,3.0,1.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0
538,Advanced Computer Networks,2016,Spring,"Nahrstedt, Klara",0,15,2.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
538,Advanced Computer Networks,2017,Spring,"Godfrey, Philip B",2,16,0.0,2.0,1,1.0,1.0,0,0.0,0.0,0,0.0,0
538,Advanced Computer Networks,2018,Spring,"Godfrey, Philip B",2,19,0.0,0.0,1,1.0,1.0,0,0.0,0.0,0,0.0,0
538,Advanced Computer Networks,2019,Spring,"Godfrey, Philip B",1,26,4.0,3.0,1,1.0,1.0,0,1.0,0.0,0,0.0,0
544,Optimiz in Computer Vision,2014,Spring,"Forsyth, David A",0,29,0.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
546,Machine Learning in NLP,2011,Spring,"Roth, Dan",0,20,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
546,Machine Learning in NLP,2014,Spring,"Hockenmaier, Julia C",0,13,7.0,2.0,2,1.0,1.0,0,0.0,0.0,0,0.0,0
546,Machine Learning in NLP,2016,Spring,"Roth, Dan",2,18,5.0,7.0,5,2.0,0.0,0,0.0,0.0,0,0.0,0
546,Machine Learning in NLP,2018,Spring,"Hockenmaier, Julia C",0,80,2.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
548,Models of Cognitive Processes,2016,Fall,"Fu, Wai-Tat",1,18,3.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
548,Models of Cognitive Processes,2017,Fall,"Fu, Wai-Tat",0,7,2.0,13.0,17,2.0,3.0,0,0.0,0.0,1,0.0,0
548,Models of Cognitive Processes,2018,Fall,"Fu, Wai-Tat",0,10,0.0,0.0,12,1.0,0.0,2,0.0,0.0,0,0.0,0
554,Parallel Numerical Algorithms,2010,Spring,"Heath, Michael T",4,2,6.0,7.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0
554,Parallel Numerical Algorithms,2011,Fall,"Heath, Michael T",4,8,7.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
554,Parallel Numerical Algorithms,2013,Fall,"Heath, Michael T",3,6,12.0,5.0,2,3.0,0.0,0,0.0,0.0,0,0.0,0
554,Parallel Numerical Algorithms,2015,Fall,"Heath, Michael T",3,6,4.0,8.0,1,4.0,0.0,0,0.0,0.0,0,0.0,0
554,Parallel Numerical Algorithms,2017,Fall,"Solomonik, Edgar V",1,9,9.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2010,Spring,"Hirani, Anil N",2,8,9.0,6.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2013,Spring,"Olson, Luke",0,21,3.0,6.0,1,5.0,0.0,1,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2014,Spring,"Olson, Luke",1,22,4.0,3.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2015,Spring,"Olson, Luke",0,21,3.0,0.0,1,3.0,0.0,0,0.0,0.0,0,0.0,1
555,Numerical Methods for PDEs,2016,Spring,"Olson, Luke",0,21,3.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2017,Spring,"Olson, Luke",0,28,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2018,Spring,"Fischer, Paul",2,16,6.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
555,Numerical Methods for PDEs,2019,Spring,"Fischer, Paul",8,11,4.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
556,Iterative & Multigrid Methods,2014,Fall,"Olson, Luke",0,15,5.0,2.0,1,2.0,0.0,0,1.0,0.0,1,0.0,0
563,Advanced Computer Security,2016,Fall,"Gunter, Carl",0,24,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0
563,Advanced Computer Security,2018,Fall,"Bates, Adam M",1,12,11.0,3.0,0,1.0,0.0,0,1.0,0.0,0,0.0,0
565,Human-Computer Interaction,2013,Spring,"Bailey, Brian P",1,7,10.0,4.0,7,0.0,0.0,3,0.0,0.0,0,0.0,1
565,Human-Computer Interaction,2014,Spring,"Bailey, Brian P",0,21,3.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
565,Human-Computer Interaction,2015,Fall,"Bailey, Brian P",3,9,9.0,3.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0
565,Human-Computer Interaction,2017,Spring,"Bailey, Brian P",0,20,3.0,4.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0
573,Algorithms,2010,Fall,"Erickson, Jeff G",4,15,9.0,12.0,8,4.0,1.0,0,0.0,0.0,0,0.0,0
573,Algorithms,2011,Fall,"Chekuri, Chandra S",2,10,10.0,8.0,4,3.0,0.0,0,0.0,0.0,0,0.0,0
573,Algorithms,2012,Fall,"Har-Peled, Sariel",0,6,8.0,8.0,4,2.0,0.0,0,0.0,0.0,0,0.0,0
573,Algorithms,2013,Fall,"Har-Peled, Sariel",0,8,8.0,7.0,5,3.0,0.0,0,0.0,0.0,0,0.0,0
574,Randomized Algorithms,2014,Spring,"Har-Peled, Sariel",0,3,10.0,3.0,5,2.0,0.0,0,0.0,0.0,0,0.0,0
579,Computational Complexity,2019,Spring,"Forbes, Michael A",2,11,6.0,3.0,1,3.0,0.0,0,0.0,0.0,0,0.0,0
583,Approximation Algorithms,2018,Spring,"Chekuri, Chandra S",0,23,4.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Adv Social&Information Network,2017,Fall,"Sundaram, Hari",12,7,2.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Advanced Bayesian Modeling,2017,Fall,"Park, Trevor H",8,20,5.0,9.0,5,2.0,0.0,1,0.0,0.0,0,0.0,0
598,Advanced Bayesian Modeling,2018,Fall,"Park, Trevor H",14,30,6.0,16.0,9,3.0,1.0,1,3.0,0.0,0,0.0,2
598,Advanced Data Structures,2015,Fall,"Erickson, Jeff G",0,14,9.0,6.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Advanced Information Retrieval,2012,Fall,"Zhai, Chengxiang",8,22,8.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Advanced Information Retrieval,2013,Fall,"Zhai, Chengxiang",5,37,4.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Advanced Information Retrieval,2014,Fall,"Zhai, Chengxiang",6,23,3.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Advanced Information Retrieval,2016,Fall,"Zhai, Chengxiang",6,17,9.0,4.0,3,1.0,0.0,0,0.0,0.0,0,0.0,0
598,Adversarial Machine Learning,2018,Fall,"Li, Bo",1,20,7.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Autonomous Vehicles for AI,2017,Spring,"Forsyth, David A",0,26,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
598,Cutting-Edge Trends In DLR,2017,Spring,"Lazebnik, Svetlana",12,27,11.0,6.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Data-Driven Design,2014,Fall,"Kumar, Ranjitha",2,10,2.0,6.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0
598,Data-Driven Design,2015,Fall,"Kumar, Ranjitha",2,8,5.0,4.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Deep Learning,2018,Fall,"Sirignano, Justin A",12,17,7.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Foundations of Data Curation,2018,Fall,"Renear, Allen H",75,28,5.0,2.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Graphical Models,2016,Fall,"Koyejo, Oluwasanmi O",3,19,1.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0
598,HCI for ML,2018,Fall,"Kumar, Ranjitha",0,24,11.0,2.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Improving Your Research Skills,2015,Spring,"Sha, Lui R",9,12,4.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Lang/Abst f High-Perf Sci Comp,2018,Fall,"Kloeckner, Andreas P",0,19,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Mach Lrng for Signal Processng,2012,Fall,"Smaragdis, Paris",7,20,4.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Mach Lrng for Signal Processng,2013,Fall,"Smaragdis, Paris",4,47,3.0,5.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Mach Lrng for Signal Processng,2014,Fall,"Smaragdis, Paris",12,23,16.0,0.0,2,5.0,1.0,0,0.0,0.0,0,0.0,1
598,Mach Lrng for Signal Processng,2017,Fall,"Smaragdis, Paris",17,32,19.0,2.0,0,1.0,0.0,1,0.0,0.0,0,0.0,2
598,Mach Lrng for Signal Processng,2018,Fall,"Smaragdis, Paris",14,43,11.0,0.0,13,2.0,0.0,0,1.0,0.0,0,0.0,0
598,Machine Learning Theory,2017,Fall,"Telgarsky, Matus J",2,13,5.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Machine Lrning Computation Bio,2015,Fall,"Peng, Jian",5,13,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Machine Lrning Computation Bio,2018,Fall,"Peng, Jian",1,15,6.0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Parallel Programming,2014,Fall,"Kale, Laxmikant V",1,11,4.0,2.0,3,2.0,0.0,0,0.0,0.0,0,0.0,0
598,Practical Statistical Learning,2018,Fall,"Liang, Feng",1,90,13.0,7.0,3,0.0,0.0,2,0.0,0.0,0,0.0,2
598,Realiablity of Cloud-Scale Sys,2018,Fall,"Xu, Tianyin",3,13,9.0,5.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Secure Processor Design,2017,Fall,"Fletcher, Christopher W",3,19,2.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Social Sensing,2017,Spring,"Abdelzaher, Tarek",7,11,4.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Social Spaces on the Internet,2018,Fall,"Karahalios, Kyratso G",12,11,4.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Special Topics,2010,Spring,"Hockenmaier, Julia C",0,17,4.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Special Topics,2011,Fall,"Rutenbar, Robin A",3,8,5.0,2.0,6,5.0,0.0,0,0.0,0.0,0,0.0,0
598,Special Topics,2014,Spring,"Adve, Sarita V",14,3,1.0,0.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0
598,Stat Reinforcement lrng,2019,Spring,"Jiang, Nan",8,10,3.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
598,Statistical Reinforcement,2018,Fall,"Jiang, Nan",4,8,5.0,1.0,0,0.0,1.0,2,0.0,0.0,0,0.0,0
598,Topic in Algorithms,2015,Spring,"Blum, Avrim L",3,8,7.0,1.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0
